id,image,thumbnail,year_from,year_to,person,clothing,caption,description,source
503,TwoWelshSmocks.png,TwoWelshSmocks_thumb.png,1800,1900,men,garment,Two Welsh smocks,"These ornate smocks which hang only to the mid-thigh are of heavy linen in neutral colors. It is likely that one could have been bleached white to wear for a Welshman's wedding, sewn entirely by his bride. The sleeves have two-button cuffs and embroidery, with the lower cuff unbuttoned and folded up when doing wet work. Usually white thread was used to smock and embroider. Over the shoulders of the front smock from Dolgellau are rain collars that button on under the smaller collar. Both scrolls and zig-zags are embroidered. On the back smock from New Cross, Aberystwyth, we see elaborate collar decorations of clover designs and close tucking to make the collar thicker. The chest areas of both are heavily smocked almost to the sides of the body, and would have much smocking in the backs. Both have front openings at the neckline with small buttons of shell or hardwood. They were long-lasting.","Ken Etheridge, Welsh Costume in the 18th and 19thCentur,(Swansea, Wales: Cristopher Davies, Ltd., 1977). Republished in 1990 by Third Impression, Llandybie, Dyfed."
504,typesetter.png,typesetter_thumb.png,1830,1860,men,costume,A man in vest and shirt stands by the printer's rack of lead font sizes and styles. He is arranging letters and spacers for printing. Mid 1800s ,"His light colored vest has a shawl collar, and a dark apron hangs over his clothing. His hair is full and curly but not long, and he wears a little jaw-line beard.",From an old newspaper of the 1800s
505,underwearChemise.png,underwearChemise_thumb.png,1830,1860,women,garment,"Women's underwear: Chemise with embroidered, shirred yoke, and fancy pantalettes with separate legs.","The chemise has a beautiful shirred yolk at the top with embroidered bands and faggoted lace around a wide neckline. If a woman of any age were wearing a short-gown, a conveniently decorated chemise was necessary to properly show at the neckline.  Pantalettes went over any sort of underwear the woman was already wearing, and often were made in two separate legs, buttoning in the front and the back at the waistline. They could be very plain for a poor woman, or highly decorated for a wealthy one. Their length varied from calf length in the 1830s to much longer when skirt hems dropped to the top of the shoes from the late 1840s on. Decors included insertion lace and/or edge lace, and very often small tucks.  ",Calico Chronicles by Betty Mills. Drawn by Carma
506,VillagersGoToEnglishCountryChurch.png,VillagersGoToEnglishCountryChurch_thumb.png,1840,1850,family,costume,Villagers go to English country Church in this wood engraving from a newspaper.,"The boy in foreground wears a pilot cap over a fitted frockcoat and light trousers. A large white collar from his shirt is worn outside his coat. The little girl wears a waist-length cape and has a larger fabric bonnet with ribbons curled around the brim. Her skirt is very full with a sash tied in the back and pantalettes down to her ankles. The mother wears a long satin dress, possibly lustring [or lutestring] with an expensive cape adorned with ruffled silk lace in graded layers. The man has a side-curved brim on his topper. Another woman to his right wears a lace shawl over her bonnet and down to her skirt--possibly his wealthy mother.  The family farther ahead shows two women and a child. One woman has a plaid shawl with a deep bonnet, and another with a long cloak with its hood lying down, not over her bonnet. Her little boys coat has claw-hammer tails, and he wears a round cap.","Half a page of newspaper Carma found on a train in England, when someone had left an article he wanted to read while commuting. Carma glanced at it during her ride and discovered that it was a indeed a wood engraving printed on the sheet. Sorry, no date or masthead on the newspaper, just a lucky find on a clothing research trip."
507,WaldensiansOfItaly.png,WaldensiansOfItaly_thumb.png,1850,1860,family,costume,"Waldensians of Italy, Town Center, detail.","This Waldensian town square shows many two story buildings and tall trees. Men are in their usual tall crowned hats visiting from various places with the aid of their staves for hiking mountain trails. A woman waits under a balcony to sell her wares from a basket. Her wide hat has slipped to the back of her head and shooulders. The donkey in the street carries panniers of goods and hand-woven fabrics. Felt hats are on all males with medium brims for warmth and shade. The crowns tend to narrow at the tops. Men wear dark vests, coats and breeches with light stockings.   These very private religionists of ca, 225 AD lived a thousand years peacefully until they were early sought out and slaughtered in the 1500s by the Pope's Catholic Armies, from southern Italy . But many Waldensians retreated higher and higher into the mountains. They remained faithful for 1500 years to their Christian expectations of real Apostles and original Biblical teachings. Mormon missionaries arrived in 1850, and more than 100 people from the Piedmont were converted, as well as from Waldensians in France where they had previously escaped through the mountains. Many families and single people left Italy, France and Switzerland. They joined with Mormon missionaries and many gathered to live with Mormons, in the American West .Waldensian surnames are still common in Utah? Beus, David, Malan, etc.","Auguste Jahier Pasteur, Prarustin et Rocheplatedans, L'HistoireVaudoise (Torre Pillice -- Imprimerie Alpine, 1928)."
508,WaldensianVillagersWalkingToChurch.png,WaldensianVillagersWalkingToChurch_thumb.png,1850,1860,family,costume,Waldensian villagers walking-- to Church?,"Both men and women wear large brimmed hats, with few bonnets seen.We have no descriptions available of how they dressed in Church, or whether they wore nicer aprons with their Church clothing. They wear triangular small shawls around their necks and the men wear coats without any tails or skirts. These people of the Upper Piedmont valleys and high mountains had to be self-sufficient, having little contact with lower Italy. They claimed to be waiting for the Christian Church to come back with apostles and prophets. Some remarkable families were converted to the LDS Church, and emigrated to America during the 1850s. Their names are still in our populace as surnames of Beus, David. Malan, etc.","This and other Waldensian sketches are from a book written by Auguste Jahier Pasteur, Prarustin et Rocheplatedans, L'HistoireVaudoise (Torre Pillice -- Imprimerie Alpine, 1928)."
509,WaldensianWomanCarriesALargeBasket.png,WaldensianWomanCarriesALargeBasket_thumb.png,1850,1860,women,costume,Waldensian woman carries a large flat basket for shopping or selling things.,"She wears a blouse, simple folk bodice and ankle-length skirt. A very large- brimmed hat of straw or felt is functional, not elaborate with only s few small trims on clothing since they were quite Puritan and did not want elaborate clothing. Her elbow-length sleeves are full, and she may wear an apron over her wool skirt and petticoats. She has flat shoes with, of course ,hand-knitted stockings, likely fine spun wool.  Her skirt is full and ankle length. She likely wears a darker apron. The horses bring in fresh products to market.","Auguste Jahier Pasteur, Prarustin et Rocheplatedans, L'HistoireVaudoise (Torre Pillice -- Imprimerie Alpine, 1928)."
510,WaldensianWorkingWomenSkirts.png,WaldensianWorkingWomenSkirts_thumb.png,1850,1860,women,costume,Waldensian working women wear short gowns are worn over heavy skirts in northern Italy.,"Short gowns were worn in Europe and America during the 1800s. They were long, open-fronted tops, overlapped at the waist, and held in place by aprons. With a chemise beneath, short gowns hungover the top of a womens longer skirts. These Waldensian women carry baskets on their backs over their shawls, and one is barefoot. Men often carried cone-shaped baskets from fields or villages.","Auguste Jahier Pasteur, Prarustin et Rocheplatedans, L'HistoireVaudoise (Torre Pillice -- Imprimerie Alpine, 1928)."
511,walker.png,walker_thumb.png,1850,1890,child,costume,"For a toddler, learning to walk is made safe and fun by being inside a wicker walker.","This little ""Toddlekins"" can move freely with the motion of her own legs and even carry her own toys. She has a scarf or ribbon around her curls and a simple dress with a ruffled collar. She wears colored socks and white Mary-Jane shoes. This is a child's early entertainment.","Katherine Morrison McClinton, Antiques of American Childhood. (New York, Bramhall House,1970"
512,watchman.png,watchman_thumb.png,1830,1870,men,garment,A watchman must dress for all kinds of weather. 1830s to 1870s,A heavy overcoat with rain cape on it has a high standing collar to keep out rain and cold. Here a watchman is out in any weather in a coat that was probably inherited or given him: a huge tuck was taken to make it short enough. Military tabs with buttonholes were in use on men's greatcoats in the 1700s until the 1850s.,"Illustrator, George Cruikshank"
